layer,storage_role,system_name,stored_article_number,stored_title_or_citation,number_parsed_from_title,issue_type,severity,recommended_action
legal_articles_export.json,Seed,نظام المعاملات المدنية,362,المادة الثالثة والستون بعد الثلاثمائة,363,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 362
legal_articles_export.json,Seed,نظام المعاملات المدنية,363,المادة الرابعة والستون بعد الثلاثمائة,364,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 363
legal_articles_export.json,Seed,نظام المعاملات المدنية,364,المادة الخامسة والستون بعد الثلاثمائة,365,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 364
legal_articles_export.json,Seed,نظام المعاملات المدنية,365,المادة السادسة والستون بعد الثلاثمائة,366,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 365
legal_articles_export.json,Seed,نظام المعاملات المدنية,366,المادة السابعة والستون بعد الثلاثمائة,367,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 366
legal_articles_export.json,Seed,نظام المعاملات المدنية,367,المادة الثامنة والستون بعد الثلاثمائة,368,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 367
legal_articles_export.json,Seed,نظام المعاملات المدنية,368,المادة التاسعة والستون بعد الثلاثمائة,369,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 368
legal_articles_export.json,Seed,نظام المعاملات المدنية,369,المادة السبعون بعد الثلاثمائة,370,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 369
legal_articles_export.json,Seed,نظام المعاملات المدنية,370,المادة الحادية والسبعون بعد الثلاثمائة,371,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 370
legal_articles_export.json,Seed,نظام المعاملات المدنية,371,المادة الثانية والسبعون بعد الثلاثمائة,372,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 371
legal_articles_export.json,Seed,نظام المعاملات المدنية,372,المادة الثالثة والسبعون بعد الثلاثمائة,373,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 372
legal_articles_export.json,Seed,نظام المعاملات المدنية,373,المادة الرابعة والسبعون بعد الثلاثمائة,374,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 373
legal_articles_export.json,Seed,نظام المعاملات المدنية,374,المادة الخامسة والسبعون بعد الثلاثمائة,375,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 374
legal_articles_export.json,Seed,نظام المعاملات المدنية,375,المادة السادسة والسبعون بعد الثلاثمائة,376,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 375
legal_articles_export.json,Seed,نظام المعاملات المدنية,376,المادة السابعة والسبعون بعد الثلاثمائة,377,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 376
legal_articles_export.json,Seed,نظام المعاملات المدنية,377,المادة الثامنة والسبعون بعد الثلاثمائة,378,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 377
legal_articles_export.json,Seed,نظام المعاملات المدنية,378,المادة التاسعة والسبعون بعد الثلاثمائة,379,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 378
legal_articles_export.json,Seed,نظام المعاملات المدنية,379,المادة الثمانون بعد الثلاثمائة,380,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 379
legal_articles_export.json,Seed,نظام المعاملات المدنية,380,المادة الحادية والثمانون بعد الثلاثمائة,381,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 380
legal_articles_export.json,Seed,نظام المعاملات المدنية,381,المادة الثانية والثمانون بعد الثلاثمائة,382,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 381
legal_articles_export.json,Seed,نظام المعاملات المدنية,382,المادة الثالثة والثمانون بعد الثلاثمائة,383,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 382
legal_articles_export.json,Seed,نظام المعاملات المدنية,383,المادة الرابعة والثمانون بعد الثلاثمائة,384,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 383
legal_articles_export.json,Seed,نظام المعاملات المدنية,384,المادة الخامسة والثمانون بعد الثلاثمائة,385,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 384
legal_articles_export.json,Seed,نظام المعاملات المدنية,385,المادة السادسة والثمانون بعد الثلاثمائة,386,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 385
legal_articles_export.json,Seed,نظام المعاملات المدنية,386,المادة السابعة والثمانون بعد الثلاثمائة,387,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 386
legal_articles_export.json,Seed,نظام المعاملات المدنية,387,المادة الثامنة والثمانون بعد الثلاثمائة,388,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 387
legal_articles_export.json,Seed,نظام المعاملات المدنية,388,المادة التاسعة والثمانون بعد الثلاثمائة,389,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 388
legal_articles_export.json,Seed,نظام المعاملات المدنية,389,المادة التسعون بعد الثلاثمائة,390,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 389
legal_articles_export.json,Seed,نظام المعاملات المدنية,390,المادة الحادية والتسعون بعد الثلاثمائة,391,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 390
legal_articles_export.json,Seed,نظام المعاملات المدنية,391,المادة الثانية والتسعون بعد الثلاثمائة,392,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 391
legal_articles_export.json,Seed,نظام المعاملات المدنية,392,المادة الثالثة والتسعون بعد الثلاثمائة,393,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 392
legal_articles_export.json,Seed,نظام المعاملات المدنية,393,المادة الرابعة والتسعون بعد الثلاثمائة,394,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 393
legal_articles_export.json,Seed,نظام المعاملات المدنية,394,المادة الخامسة والتسعون بعد الثلاثمائة,395,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 394
legal_articles_export.json,Seed,نظام المعاملات المدنية,395,المادة السادسة والتسعون بعد الثلاثمائة,396,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 395
legal_articles_export.json,Seed,نظام المعاملات المدنية,396,المادة السابعة والتسعون بعد الثلاثمائة,397,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 396
legal_articles_export.json,Seed,نظام المعاملات المدنية,397,المادة الثامنة والتسعون بعد الثلاثمائة,398,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 397
legal_articles_export.json,Seed,نظام المعاملات المدنية,398,المادة التاسعة والتسعون بعد الثلاثمائة,399,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 398
legal_articles_export.json,Seed,نظام المعاملات المدنية,399,المادة الأربعمائة,400,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 399
legal_articles_export.json,Seed,نظام المعاملات المدنية,400,المادة الأولى بعد الأربعمائة,401,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 400
legal_articles_export.json,Seed,نظام المعاملات المدنية,401,المادة الثانية بعد الأربعمائة,402,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 401
legal_articles_export.json,Seed,نظام المعاملات المدنية,402,المادة الثالثة بعد الأربعمائة,403,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 402
legal_articles_export.json,Seed,نظام المعاملات المدنية,403,المادة الرابعة بعد الأربعمائة,404,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 403
legal_articles_export.json,Seed,نظام المعاملات المدنية,404,المادة الخامسة بعد الأربعمائة,405,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 404
legal_articles_export.json,Seed,نظام المعاملات المدنية,405,المادة السادسة بعد الأربعمائة,406,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 405
legal_articles_export.json,Seed,نظام المعاملات المدنية,406,المادة السابعة بعد الأربعمائة,407,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 406
legal_articles_export.json,Seed,نظام المعاملات المدنية,407,المادة الثامنة بعد الأربعمائة,408,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 407
legal_articles_export.json,Seed,نظام المعاملات المدنية,408,المادة التاسعة بعد الأربعمائة,409,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 408
legal_articles_export.json,Seed,نظام المعاملات المدنية,409,المادة العاشرة بعد الأربعمائة,410,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 409
legal_articles_export.json,Seed,نظام المعاملات المدنية,410,المادة الحادية عشرة بعد الأربعمائة,411,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 410
legal_articles_export.json,Seed,نظام المعاملات المدنية,411,المادة الثانية عشرة بعد الأربعمائة,412,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 411
legal_articles_export.json,Seed,نظام المعاملات المدنية,412,المادة الثالثة عشرة بعد الأربعمائة,413,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 412
legal_articles_export.json,Seed,نظام المعاملات المدنية,413,المادة الرابعة عشرة بعد الأربعمائة,414,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 413
legal_articles_export.json,Seed,نظام المعاملات المدنية,414,المادة الخامسة عشرة بعد الأربعمائة,415,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 414
legal_articles_export.json,Seed,نظام المعاملات المدنية,415,المادة السادسة عشرة بعد الأربعمائة,416,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 415
legal_articles_export.json,Seed,نظام المعاملات المدنية,416,المادة السابعة عشرة بعد الأربعمائة,417,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 416
legal_articles_export.json,Seed,نظام المعاملات المدنية,417,المادة الثامنة عشرة بعد الأربعمائة,418,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 417
legal_articles_export.json,Seed,نظام المعاملات المدنية,418,المادة التاسعة عشرة بعد الأربعمائة,419,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 418
legal_articles_export.json,Seed,نظام المعاملات المدنية,419,المادة العشرون بعد الأربعمائة,420,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 419
legal_articles_export.json,Seed,نظام المعاملات المدنية,420,المادة الحادية والعشرون بعد الأربعمائة,421,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 420
legal_articles_export.json,Seed,نظام المعاملات المدنية,421,المادة الثانية والعشرون بعد الأربعمائة,422,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 421
legal_articles_export.json,Seed,نظام المعاملات المدنية,422,المادة الثالثة والعشرون بعد الأربعمائة,423,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 422
legal_articles_export.json,Seed,نظام المعاملات المدنية,423,المادة الرابعة والعشرون بعد الأربعمائة,424,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 423
legal_articles_export.json,Seed,نظام المعاملات المدنية,424,المادة الخامسة والعشرون بعد الأربعمائة,425,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 424
legal_articles_export.json,Seed,نظام المعاملات المدنية,425,المادة السادسة والعشرون بعد الأربعمائة,426,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 425
legal_articles_export.json,Seed,نظام المعاملات المدنية,426,المادة السابعة والعشرون بعد الأربعمائة,427,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 426
legal_articles_export.json,Seed,نظام المعاملات المدنية,427,المادة الثامنة والعشرون بعد الأربعمائة,428,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 427
legal_articles_export.json,Seed,نظام المعاملات المدنية,428,المادة التاسعة والعشرون بعد الأربعمائة,429,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 428
legal_articles_export.json,Seed,نظام المعاملات المدنية,429,المادة الثلاثون بعد الأربعمائة,430,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 429
legal_articles_export.json,Seed,نظام المعاملات المدنية,430,المادة الحادية والثلاثون بعد الأربعمائة,431,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 430
legal_articles_export.json,Seed,نظام المعاملات المدنية,431,المادة الثانية والثلاثون بعد الأربعمائة,432,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 431
legal_articles_export.json,Seed,نظام المعاملات المدنية,432,المادة الثالثة والثلاثون بعد الأربعمائة,433,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 432
legal_articles_export.json,Seed,نظام المعاملات المدنية,433,المادة الرابعة والثلاثون بعد الأربعمائة,434,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 433
legal_articles_export.json,Seed,نظام المعاملات المدنية,434,المادة الخامسة والثلاثون بعد الأربعمائة,435,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 434
legal_articles_export.json,Seed,نظام المعاملات المدنية,435,المادة السادسة والثلاثون بعد الأربعمائة,436,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 435
legal_articles_export.json,Seed,نظام المعاملات المدنية,436,المادة السابعة والثلاثون بعد الأربعمائة,437,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 436
legal_articles_export.json,Seed,نظام المعاملات المدنية,437,المادة الثامنة والثلاثون بعد الأربعمائة,438,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 437
legal_articles_export.json,Seed,نظام المعاملات المدنية,438,المادة التاسعة والثلاثون بعد الأربعمائة,439,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 438
legal_articles_export.json,Seed,نظام المعاملات المدنية,439,المادة الأربعون بعد الأربعمائة,440,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 439
legal_articles_export.json,Seed,نظام المعاملات المدنية,440,المادة الحادية والأربعون بعد الأربعمائة,441,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 440
legal_articles_export.json,Seed,نظام المعاملات المدنية,441,المادة الثانية والأربعون بعد الأربعمائة,442,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 441
legal_articles_export.json,Seed,نظام المعاملات المدنية,442,المادة الثالثة والأربعون بعد الأربعمائة,443,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 442
legal_articles_export.json,Seed,نظام المعاملات المدنية,443,المادة الرابعة والأربعون بعد الأربعمائة,444,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 443
legal_articles_export.json,Seed,نظام المعاملات المدنية,444,المادة الخامسة والأربعون بعد الأربعمائة,445,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 444
legal_articles_export.json,Seed,نظام المعاملات المدنية,445,المادة السادسة والأربعون بعد الأربعمائة,446,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 445
legal_articles_export.json,Seed,نظام المعاملات المدنية,446,المادة السابعة والأربعون بعد الأربعمائة,447,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 446
legal_articles_export.json,Seed,نظام المعاملات المدنية,447,المادة الثامنة والأربعون بعد الأربعمائة,448,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 447
legal_articles_export.json,Seed,نظام المعاملات المدنية,448,المادة التاسعة والأربعون بعد الأربعمائة,449,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 448
legal_articles_export.json,Seed,نظام المعاملات المدنية,449,المادة الخمسون بعد الأربعمائة,450,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 449
legal_articles_export.json,Seed,نظام المعاملات المدنية,450,المادة الحادية والخمسون بعد الأربعمائة,451,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 450
legal_articles_export.json,Seed,نظام المعاملات المدنية,451,المادة الثانية والخمسون بعد الأربعمائة,452,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 451
legal_articles_export.json,Seed,نظام المعاملات المدنية,452,المادة الثالثة والخمسون بعد الأربعمائة,453,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 452
legal_articles_export.json,Seed,نظام المعاملات المدنية,453,المادة الرابعة والخمسون بعد الأربعمائة,454,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 453
legal_articles_export.json,Seed,نظام المعاملات المدنية,454,المادة الخامسة والخمسون بعد الأربعمائة,455,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 454
legal_articles_export.json,Seed,نظام المعاملات المدنية,455,المادة السادسة والخمسون بعد الأربعمائة,456,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 455
legal_articles_export.json,Seed,نظام المعاملات المدنية,456,المادة السابعة والخمسون بعد الأربعمائة,457,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 456
legal_articles_export.json,Seed,نظام المعاملات المدنية,457,المادة الثامنة والخمسون بعد الأربعمائة,458,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 457
legal_articles_export.json,Seed,نظام المعاملات المدنية,458,المادة التاسعة والخمسون بعد الأربعمائة,459,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 458
legal_articles_export.json,Seed,نظام المعاملات المدنية,459,المادة الستون بعد الأربعمائة,460,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 459
legal_articles_export.json,Seed,نظام المعاملات المدنية,460,المادة الحادية والستون بعد الأربعمائة,461,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 460
legal_articles_export.json,Seed,نظام المعاملات المدنية,461,المادة الثانية والستون بعد الأربعمائة,462,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 461
legal_articles_export.json,Seed,نظام المعاملات المدنية,462,المادة الثالثة والستون بعد الأربعمائة,463,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 462
legal_articles_export.json,Seed,نظام المعاملات المدنية,463,المادة الرابعة والستون بعد الأربعمائة,464,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 463
legal_articles_export.json,Seed,نظام المعاملات المدنية,464,المادة الخامسة والستون بعد الأربعمائة,465,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 464
legal_articles_export.json,Seed,نظام المعاملات المدنية,465,المادة السادسة والستون بعد الأربعمائة,466,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 465
legal_articles_export.json,Seed,نظام المعاملات المدنية,466,المادة السابعة والستون بعد الأربعمائة,467,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 466
legal_articles_export.json,Seed,نظام المعاملات المدنية,467,المادة الثامنة والستون بعد الأربعمائة,468,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 467
legal_articles_export.json,Seed,نظام المعاملات المدنية,468,المادة التاسعة والستون بعد الأربعمائة,469,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 468
legal_articles_export.json,Seed,نظام المعاملات المدنية,469,المادة السبعون بعد الأربعمائة,470,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 469
legal_articles_export.json,Seed,نظام المعاملات المدنية,470,المادة الحادية والسبعون بعد الأربعمائة,471,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 470
legal_articles_export.json,Seed,نظام المعاملات المدنية,471,المادة الثانية والسبعون بعد الأربعمائة,472,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 471
legal_articles_export.json,Seed,نظام المعاملات المدنية,472,المادة الثالثة والسبعون بعد الأربعمائة,473,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 472
legal_articles_export.json,Seed,نظام المعاملات المدنية,473,المادة الرابعة والسبعون بعد الأربعمائة,474,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 473
legal_articles_export.json,Seed,نظام المعاملات المدنية,474,المادة الخامسة والسبعون بعد الأربعمائة,475,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 474
legal_articles_export.json,Seed,نظام المعاملات المدنية,475,المادة السادسة والسبعون بعد الأربعمائة,476,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 475
legal_articles_export.json,Seed,نظام المعاملات المدنية,476,المادة السابعة والسبعون بعد الأربعمائة,477,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 476
legal_articles_export.json,Seed,نظام المعاملات المدنية,477,المادة الثامنة والسبعون بعد الأربعمائة,478,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 477
legal_articles_export.json,Seed,نظام المعاملات المدنية,478,المادة التاسعة والسبعون بعد الأربعمائة,479,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 478
legal_articles_export.json,Seed,نظام المعاملات المدنية,479,المادة الثمانون بعد الأربعمائة,480,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 479
legal_articles_export.json,Seed,نظام المعاملات المدنية,480,المادة الحادية والثمانون بعد الأربعمائة,481,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 480
legal_articles_export.json,Seed,نظام المعاملات المدنية,481,المادة الثانية والثمانون بعد الأربعمائة,482,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 481
legal_articles_export.json,Seed,نظام المعاملات المدنية,482,المادة الثالثة والثمانون بعد الأربعمائة,483,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 482
legal_articles_export.json,Seed,نظام المعاملات المدنية,483,المادة الرابعة والثمانون بعد الأربعمائة,484,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 483
legal_articles_export.json,Seed,نظام المعاملات المدنية,484,المادة الخامسة والثمانون بعد الأربعمائة,485,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 484
legal_articles_export.json,Seed,نظام المعاملات المدنية,485,المادة السادسة والثمانون بعد الأربعمائة,486,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 485
legal_articles_export.json,Seed,نظام المعاملات المدنية,486,المادة السابعة والثمانون بعد الأربعمائة,487,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 486
legal_articles_export.json,Seed,نظام المعاملات المدنية,487,المادة الثامنة والثمانون بعد الأربعمائة,488,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 487
legal_articles_export.json,Seed,نظام المعاملات المدنية,488,المادة التاسعة والثمانون بعد الأربعمائة,489,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 488
legal_articles_export.json,Seed,نظام المعاملات المدنية,489,المادة التسعون بعد الأربعمائة,490,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 489
legal_articles_export.json,Seed,نظام المعاملات المدنية,490,المادة الحادية والتسعون بعد الأربعمائة,491,رقم المادة لا يطابق العدد الترتيبي في عنوانها,حرجة,استبدال النص بالنص الرسمي رقم 490
